text,airline_sentiment,labels
seriously? After waiting 2 hours on the plane for my 10:20 flight to leave at 3pm I have to leave the plane? Great. Just great.,negative,0
"Cancelled Flightled 4532 sch departure 8:38 am, wasn't snowing yet and other flights were still leaving #Fail",negative,0
"Thanks means a lot after I was verbally cussed out, charged extra for a bag, &amp; then told "" I don't feel like dealing with it"" 😒",negative,0
why was my flight from Miami to Dallas Monday  rescheduled to Tuesday?,negative,0
Just sent DM. Thanks for your attentiveness to this matter.,positive,2
can you assist with current flight status for flt# 1016 out of DFW tomorrow at 6:55am?,neutral,1
"“:  You're very welcome, Dawn. We love taking you flying. Let's do it again!” Again in 1 week!",positive,2
we had four scheduled flights on this reservation and literally did not take one! Unreal,negative,0
"Believe me, I understand. Flight #2955. Was originally booked for Sunday. Flight was Cancelled Flighted and rescheduled for today.",positive,2
can Cancelled Flight my flight anytime if this is where they keep me for the night..,positive,2
maybe one day you'll be the one quoted on,negative,0
A+ to the Safety Dos and Don'ts Announcer. Flight 651 from Midway (MDW) to Pittsburgh (PIT)!,positive,2
"..still here. feet are freezing b/c doors have been open. Flt time was 8:30.  We have fuel but now waiting for ""rampers"" #AA4285",negative,0
Walked down the hall to Carousel 8...found all bags sitting there. Still no words from crew...signage still not updated,negative,0
how does one book a ticket online and put it on hold?  Does that require that I pay for the ticket?,neutral,1
Thx for the GRAND view today! FLT 3825 SEATAC to PHX. #GrandCanyon #Arizona #Wow #Love #Photography,positive,2
"was on flight 2373 from CHI-BUF last night, almost 2 hour delay cuz someone got on the plane without a pass - sounds safe. 1/2",negative,0
flight 3056 DFW still has all passengers sitting on the plane waiting for luggage to be loaded - still waiting,negative,0
how do you stay in business with such poor service? #poorservice #notgoodenough,negative,0
“:  Those are very beautiful photos!” Thx! Would marketing dept be interested in buying?,positive,2
the delay is due to customer service for 20 people?  What about the DIS-SERVICE you provided for 100+?  #FlightFail #Hour20Delay,negative,0
"this is in ur Hemispheres magazine. I'm open to what will u do to make the ""flight more pleasant.""",negative,0
"Follow me back, please, and I'll happily DM you the link because I'd rather not share my travel plans publicly.",neutral,1
please give special thanks to Aaron in Tampa office for helping me for literally two hours! He's amazing. Mission accomplished!,positive,2
just Cancelled Flighted my flight and told me to call to rebook. Been on hold for 48 minutes at 4 am and still waiting,negative,0
"see, James, we only have 7 dedicated inbound phone lines because telephones eat into our billions in profits",negative,0
we would...how do I contact you to discuss? A few poor experiences with customer service but would give it a shot!,negative,0
still planing on flights into Dal? We are trying to fly in tomorrow from lax,neutral,1
"Already planning my local boycott for Washington, D.C. Area.",negative,0
we are trying to fly back from Orlando to BWI. The website has crashed and no one answered the phone. #HELP,negative,0
you're killing me from the inside,negative,0
"Thanks. No DC yet, I see. I will keep that link and check back. Appreciate it!",positive,2
Maybe it is just a machine...,neutral,1
you can 100% confirm that?,neutral,1
"frankly worse customer service ever. Problems will happen, how you deal defines a company. Never again United.",negative,0
"It really is nice, though. The snack fridge…that you can just get up and take stuff out, like a dorm common room, is genius.",positive,2
"my wife has now been on hold for 90 minutes....I get weather is bad, but this is insane. #customerservice #customerloyalty",negative,0
Dmed you. Thank you,negative,0
"Cancelled Flightled flight this AM. There was avail flight to PHL today u said was sold out. I had to buy 2nd ticket, u need to refund me.",negative,0
"then this agent demanded I remove my old luggage tag, every other airport the JB agent politely handles it",negative,0
Why are you making it so freaking hard for me to say good things about you??  #jetbluefail,negative,0
it's not only my bag...it's the complete lack of respect when I called. I was hung up on. And it is my daughters bag,negative,0
likelihood of PHL to BDL actually leaving tonight? 2 hour delay so far!,negative,0
way to take advantage of #MayweatherPacquiao :),neutral,1
Pittsburgh,neutral,1
now let there also pls be in-flight live TV on UA469 DEN-EWR so I can watch the #Oscars ??,negative,0
- 800# referred me back to baggage services but I left the airport. I was on seat 17A,negative,0
oh definitely. I kind of only fly JetBlue.,positive,2
". ooookay  that's silly of you. guess we're ""watching"" the oscars purely on Twitter reactions tonight. #oscars",negative,0
Where are my bags!!!  They weren't in LAX like your promised.  9 out of 10 things today were a mess today because of you.,negative,0
"is really stepping up their ""service""🐩",positive,2
Sure! Email screenshot below. Link:,neutral,1
shame on VA for making people spend money in stranded cities when other airlines are landing at JFK! Who will reimburse me?,negative,0
45mins wait on the phone with no option for a callback? Finally had to hang up because my phone was dying. #customerservice,negative,0
partners with  Checkout as mobile payment method to help boost mobile conversion rates #etailwest #payments #visa,neutral,1
this delay of flight UA4636 has been painful. I sure hope it doesn't cause me or my luggage) to miss my UA82 flight to New Delhi!,negative,0
could u put one here in Baltimore?,neutral,1
Hey so I'm very disappointed with my time traveling with you! I've had the worst experience and both times the flight delayed!,negative,0
no one appreciates the sass of the gate agent at Gate C38 at LGA flight US626. Irritated customers,negative,0
on hold for 2 hours. You know what just keep my money,negative,0
yes please! Trying to get to POP- in Newark now....,neutral,1
recent services have been very bad. My NC trip was aweful. Very disappointed and never again.,negative,0
Big thanks to Ms. Winston for assisting me over the phone with a baggage claim issue today. She really went the extra mile!,positive,2
Hold time to book award travel from Gold status: 4 HOURS and counting!!!! + 4 days of calling #usairwaysfail,negative,0
you run a piece of shit airline!!  Thanks for ruining AA,negative,0
yeah they're somewhere. Hopefully getting them back today. Just frustrated tweeting.,negative,0
thank you. Literally called for preboarding as I ran up.,positive,2
you can read the full story when I submit a case to your team about the pilot of flight 6232 and why we are sleeping in DIA,negative,0
um wut “: Our fleet's on fleek.,neutral,1
loving the boarding to go to Chicago #KeepItMovin',positive,2
most other carriers were flying out way past SW Cancelled Flightlation.  and  got their passengers out much Late Flightr!!!!!,negative,0
ill call in the morning. too upset right now.,negative,0
how long does it take to get a response from your customer service about a complaint done through email?,negative,0
you respond to my friend  but you can't respond directly to me,negative,0
you have to run the engine to troubleshoot an issue before boarding the plane!?! How about another plane? #aa2227 #miatoiah,negative,0
merged airlines do not work for FF programs. Very frustrating and the gate agents are to busy pouting to care. #AttitudeIssues,negative,0
Hi guys.I have 2/25 RNO-DFW tomorrow.Plane coming from DFW with bad weather in AM.should I consider Fê-route as I have connect?,neutral,1
flight #654 sitting at JFK with delays for 3-1/2 hrs! No employees to load bags? #terrible,negative,0
i love this song &lt;3 thanks,positive,2
Shout-out to all the ground crews working in the cold! Thanks for what y'all do. (&amp; social media team for customer service),positive,2
Definitely will!,neutral,1
tickets were confirmed and sent out. find out today that they Cancelled Flightled our tickets months ago and never sent an email #jetblue,negative,0
you guys held our flight #330!  Thank you!!!  About to take off from MDW now to Oakland.  Thanks,positive,2
- who do I call to use credit fm. prev. cxl tix that can't be rebooked online?Rep I called quoted me $1k higher than the website.,negative,0
safety back in Dallas!,neutral,1
"2 hour delay while sitting on the plane and you still wanna charge me for beer? Nah, I'm good.",negative,0
4 hr delay on flight to JFK via Tampa &amp; worst customer service in San Juan airport. This after app not working all day.,negative,0
"Thanks, both airlines said that it is located at AA Detroit. Also was informed that it flew with AA, which shouldn't matter.",positive,2
new flight has me at the window. Kind of ticked off. I pick aisle seats only because I hate window seats. #annoyed #EpicFail,negative,0
she doesn't have Twitter.,neutral,1
"A very disappointing experience - plane mech. delay and next one didn't wait. No sincere apology, just told me to complain online",negative,0
My guess:flight is going to be Cancelled Flightled because there are 16 empty seats and those who confirmed are not important. #frustrated,negative,0
Flight 3056. Only an hour long but one of the best flights I've ever had. Kudos to flight crew and airline in general.,positive,2
Wish you allowed  to access you site for awards tracking.,neutral,1
"do you operate ANY flights without maintenance issues? Flights in/out of DCA Cancelled Flighted, this is getting old. Update fleet pls!",negative,0
I have been on phone with rep for over 30 min and was transferred after asking not to be. She was the worse rep I ever had,negative,0
"be  ""Chicago's hometown airline"" care about your neighbors #SaveTheDiagonals #FlyQuiet #ORDNoise",positive,2
Arkansas Gov. plans to sign Governor SB-202 that legalizes discrimination of LGBT.Can you lend your voice to a state boycott?,neutral,1
"pissing off thousands of East coast customers.  When the delay is longer than the flight,  you = fail",negative,0
"If you'd love to see more girls be inspired to become pilots, RT our free WOAW event March 2-8 at ABQ.",neutral,1
how does it get Cancelled Flightled 10 hours before take off?,negative,0
How do I add my TSA Pre number to an existing reservation?,neutral,1
I have to miss a whole days worth of work tomorrow but I'm suree you guys don't care,negative,0
Flight 1815 (N747UW) arrives at  following flight from,neutral,1
just tried to log in and was told e-mail log in not currently available,negative,0
wish I can afford to fly with you next Friday  going back home.. love everything  about your airline,positive,2
AND they Cancelled Flighted my flight and left me with no help to find a hotel to stay in. I slept in an airport for a night-_-,negative,0
Tks for reply. PSP employees blamed Late Flight departure on POTUS when main reasons were DVR flt Late Flight &amp; insufficient ground crew to handle,negative,0
fav airline,positive,2
Deborah helped me💁,positive,2
thanks JB!! This is why I 💙 you!,positive,2
"if guy on flight 1230 follows through on threat to sue because he couldn’t carry on 3 bags, I will defend you for free.",negative,0
still crickets from customer service.,negative,0
I've flown 6 figured worth of miles in my lifetime.  This was my first and last ever flight on US Airways,negative,0
um no just hanging out what’s new w you?,neutral,1
That's great! Thank you.,positive,2
"i'm getting info from the website, but needing to check it and the alerts would be much more beneficial.",neutral,1
I need an actual person in customer relations for a refund. What # can I call? I will dispute this charge on my credit card.,negative,0
Thank you for the Delta transfer. Will my bags go too?,positive,2
make sure you take care of  team &amp;  team. We are 16-0!!!!,neutral,1
"Both flights went great and improved my view of your airline, cheers! Flight attendents on UA1022 deserve a raise",positive,2
"no, I had to leave for work. Would have not been possible. So I would love to have this replaced now",neutral,1
I wish we were on our way. Now there's a problem w/de-icing.Three &amp; 1/2 hour delay so far &amp; sill not sure if we'll be taking off.,negative,0
117 days maybe.,negative,0
Flight 2646.  Four hours in the plane on the ground at BWI.,negative,0
I fly weekly with you and haven't seen one,negative,0
flight UA3364 been sitting on tarmac for 30 mins with no report as to why...any input?,negative,0
"""Do what you love and you'll never work a day in your life."" 😊",neutral,1
So today I call into Customer Service &amp; speak with Wendell Holton in the Dallas office &amp; I am told there is nothing he can do,negative,0
"have the most rude, unreliable, horrible company with equally rude, unreliable and horrible employees. Stay tuned.",negative,0
Incredible view! I had a smooth flight both ways even tho there was turbulence. Your pilots ROCK!,positive,2
"You should really help  out, you are getting a TON of bad publicity right now #WillNeverFlyWithYou",negative,0
I’m going to miss a hugely important meeting because of your constant delays #itscostingmeincome,negative,0
doesn't work on my flight. Just fyi.,negative,0
your agents at IAD have compounded this problem by not making any announcements #jetbluemess,negative,0
yeah bruh its bool y'all niggaz just need to hire some more workers or something cause next time imma be forced ta disrespect.,negative,0
". You may ""dislike delays"" but I paid you .We had an agreement that I paid you and you got me to my destination at a certain time.",negative,0
"Hi, booked a flight yesterday and received an email w/ confirmation number but today I got this error ""no active flight segments""",neutral,1
Seattle check-in. 1 desk servicing full service line. 2 desks servicing priority. Full srvc wait 30+ minutes. Customer svc fail,negative,0
Yes. To Boston. I was going to Providence.,neutral,1
Ugh.  My bags were sent to Palm Springs and not to LAX as promised.  They better be at the hotel when I get there.,negative,0
"Well, that's a problem considering I need to book a flight tonight for this weekend... is there anything you can do?",negative,0
"not happy w/ app Late Flightly. Last time I flew wouldn't let me check in, This time I checked in went on Late Flightr says I never checked in",negative,0
what did you do with my seat. International connection. Seriously?,negative,0
NOW you love me? After taking my money and only taking me halfway home. Sorry. Too Late Flight,negative,0
Ok thank you…I call from Spain to US for seating assistance!,negative,0
worst flight experience I've ever had. Will never ever fly your airline again.,negative,0
Start including PTO in your getaway packages and I'm all in,positive,2
the drunk guy you threw out of flight UA936 4hrs ago is better off than the rest of us held up for 5hrs in the plane without food.,negative,0
Finally got ahold of an Agent after another hour. Thanks for the follow up.  Recommend a call back feature.,negative,0
I did not want to hang out on your plane all day when I am traveling to get work done and turn right back around. Unacceptable,negative,0
Oh no! I thought it did. :(,negative,0
Having an issue finding a missing item on a plane. Can you help me find which airport my plane headed to next?,neutral,1
why I won't check my carry on. Watched a handler throw this bag -- miss the conveyer belt -- sat there 10 min,negative,0
can you?,negative,0
"worst customer service. ticket was 180 and fee is 200 it's ""not worth it"" for them accommodate me given circumstances in BOS",negative,0
"to a booked hotel for the night so I had to find him a room at midnight. Then say his bags will be on the plane, but can't (2/3)",negative,0
already done that. the answer i got was... oops we can give you miles and we're very sorry. but who pays for my discomfort for 9 h?,negative,0
especially if it's your mom! #IChangedYourDiaper,neutral,1
please help trace my luggage which was put through without a name tag on 11 February 2014 at Albuquerque airport,negative,0
over the phone. I called the 6170 number and she picked up almost immediately.,positive,2
those were snacks we left on purpose for your team. :) for being so helpful this morning at the desk and on the phone!,positive,2
booked AA3370 departing JFK 2/25/15. It was booked via BA and I want to change my FF# to AA can you do that for me via Twitter?,neutral,1
"not the case. Now delayed due to ""mechanical issues with no update on departure time"". Just Cancelled Flight the goddamn flight so I go delta",negative,0
my vacation budget was blown bc of the lack of communication from USAirways. I will never use them again or refer anyone!,negative,0
"lost my cats, missed their flights, kept them crated 30 hrs for a  would-be 5 hr trip. You'll never touch my pets again.",negative,0
booked our flights this morning. Can't wait to move about the country.,neutral,1
I tried that before using Twitter. Also gave me no helpful information. Thank you anyway,negative,0
"how can you not know, after two hours of us sitting on the plane with no bags off loaded, the planes weight?!",negative,0
"Chicago seen from seat 6A, AA 1620. So far a great ride! On to PDX!",positive,2
me up in a hotel tonight and expect me to now pay even more money. I don't have that money!! I was supposed to get a call back,negative,0
Update please on why flight 2601 continues to be further delayed,negative,0
Thanks for reminding me about my upcoming trip to Florida but you really didn't need to...,neutral,1
I feel completely cheated . I read your commitment to customer service via website and def did not get service suggested there.,negative,0
"yes, thank you. Just sent DM.",neutral,1
you're the best!! Whenever I (begrudgingly) use any other airline I'm delayed and Late Flight :(,negative,0
", I'm still frustrated I gave up my seat &amp; the promised Travel Certificate was withheld w/o explanation.",negative,0
SWA agent Jacquie Plitt  SNA rudely tells me You're not going 2 CABO today or manana back 2 PHX flew,negative,0
"Hi there, any rough idea of when January 2016 flights will be made available?",neutral,1
I called the EP line and 4 hours Late Flightr I was called back.  I sat on hold for over a hour to US Airways and then cut off,negative,0
- who can eat at an airport for $7? #areyounew? #incompetent #no800number #feeltheheat,neutral,1
as a customer it feels like i should stick to airlines other than jet blue. I travel for my work for past 5 years never seen $70,negative,0
nah u boofin u dont talk like any humans i know. Respond like u actually have a brain. And again i dont want customer relations,negative,0
I'm a minor and freaking out bc I might not make my connecting flight to Hawaii so yes I'm frustrated,negative,0
"that's unacceptable. They should allow me to wait on hold, or take my number and call me themselves.",negative,0
"For example, can't pay 4 hotel &amp; food? Or transport to alternate city we are flying from? Or give clear record of alt flight?",negative,0
"isn't it funny that  just apologizes, but doesn't actually take steps 2 go above &amp; beyond for customers? #NotImpressed",negative,0
"245. I'm about to take off but one of your reps at a different gate was rude when I asked for assistance. Thanks, though.",negative,0
5534. That's the flight I was placed on after original flight to Charlotte was Cancelled Flightled.  Now 5534 is on 1hr delay,negative,0
Why close prechk at 8PM on a Sunday at JFK?  #annoying,negative,0
will you ever have a nonstop from #SJC to #BNA?? We'll take #SFO or #OAK too! Pleaseeeeee thank you!,neutral,1
"Have a cup coffee and relax while you check out the New Deals and Promotions at Avon, twice a month at Doug",neutral,1
Thank you. The email about RR pts &amp; how to gain more wasn't clear so all of mine r gone. Anything u can do is appreciated.,neutral,1
YES please....How do we get that companion pass?,positive,2
Does your home airport not count in the badge system? My TB account says 2 flights but I've taken 3 this year.,neutral,1
. does that mean you don't have a policy for destroyed luggage?,negative,0
why de-ice before taxing? Maybe it #makestoomuchsense ? #shouldhaveflowndelta #unitedsucks,neutral,1
you all are the best #flyfi # ondemand #leatherseats #hipunis #legroom,positive,2
"check the head of the plane, there has been dynamite placed onto it",neutral,1
They inquire and then do nothing about it...pretend they’re interested. Responded to your DM and no response back...,negative,0
After our unscheduled refueling stop and missing 2 connecting flights we r home n looking 4ward to our bed and a big PB&amp;J sandwich.,negative,0
I did.... Would be nice to see more services out of  instead of having to drive 3-4 hrs to like charlotte or atlanta,neutral,1
well this is #nofun #nocustomerservice #onhold trying to make #reservations #nothappy,negative,0
true. Maybe. Wish I had expedited security haha,positive,2
Flight Cancelled Flighted 2nd time. Can't reach agent to reschedule. Can you call me?,negative,0
cool picture of another VirginAmerica plane off our wing. What a site!,positive,2
they put me on the next flight available.. tomorrow morning :( Any idea if BNA will be open in the morning for my flight?,negative,0
i DMed you the details,neutral,1
ok! first time flying with you tonight :),positive,2
why the hell did you overbook a plane when you knew people actually had seat assignments. #inept #uncaring #piss poorplanning,negative,0
Thank you ^AH. Still wish someone picked up the phone - 3hrs- dead phone. Taking your tweet as a refund confirmation.,negative,0
I sure do. I'm running version 3.10.0,neutral,1
Thanks for your great customer service today &amp; for helping me get all my travel sorted out!,positive,2
"No. Had to Cancelled Flight my trip. Instead of a $25 future trip voucher, a $25 drink coupon would've been better! #WakingInMemphis",negative,0
I'm willing to hold for an agent. you aren't being helpful you keep hanging up on me #americanairsucks #hiremorepoeple,negative,0
#flight4592 LET US OFF THIS PLANE!!!  please go to a gate.  This is absurd.,negative,0
"spent $8 for the choppiest feed of ""Whiplash"" ever. #americanairlinesfail #iwantmymoneyback",negative,0
thanks for the generic computer generated response. How about you accommodate your travelers instead of just saying sorry,negative,0
"just promoting the product is all, had a problem with southwest and recommend noneother than the best!",positive,2
any earlier flights SAP-&gt;Mia &amp; Mia -&gt; New York (lga) on 03.03. I'm currently booked on flights 1504 and 1102.,neutral,1
"Midland couldn't get our bags to connect on our Intl flight to Sydney, so have to get em in LA &amp; check em in there.",negative,0
flight 2120. Please get us a flight plan already. How is this an issue in 21st century?,negative,0
to realize your customer service leaves much to be desired and the folks handling the calls could care less...and it shows.,negative,0
trying to get thru to agent since last night b/c AA changed our flight to 2 days from now. Infuriating! We need to get to SEA!,negative,0
"ha, ha not a make or break for me either way!",neutral,1
You have the worst customer service of any airlines I've ever encountered. Flat out awful,negative,0
has the best customer experience via twitter - huge fan!!!,positive,2
takes my money at once but then requires 7 to 10 days to process a refund? Why does your auto attendant hang up? #usairwaysfail,negative,0
"I asked a legitimate question about systemwide vs. localized problems, and got back an unreLate Flightd copy/paste. You can do better.",negative,0
's free wifi on board is the best thing that's happened since sliced bread,positive,2
"the sign in screen had major mobile issues, the responsive design wasn't working properly my Nexus 5.",negative,0
Any info for Cancelled Flightled flight 1046 tomorrow morning out of DFW? Can't get calls through to speak with anyone.,negative,0
what's good with a Miami terminal?,neutral,1
Never can get a flight out on time. 4 hour delay earlier another hour delay on my connecting flight. Makes 10 straight delays,negative,0
Its poor Flight management. There is   no reason why a scheduled 8:00  pm  flight to takr off At 11:00pm .,negative,0
JUST GAVE ME TICKETS TO SEE   AT  ON SATURDAY. I CAN'T EVEN RIGHT NOW HAHA. THANK YOU!!!!,positive,2
Conference begins in 3 hours. Up all night due to delays and still waiting to talk to someone about lost luggage.,negative,0
"why yes, yes it does!!!!  Great trip down!! Thanks for the lift!!!!",positive,2
The in-browser hover over is intrusive and annoying. And the fact that the WiFi only works on one device is sort of sad.,negative,0
wouldn't it be awesome for my first time flying to be #DestinationDragons?!,neutral,1
we are boarding now but have yet to depart.  Thanks for the response.,positive,2
YOU ARE THE EASIEST AIRLINE TO DEAL WITH.. I LOVEEEE YOU SO MUCH,positive,2
sent DM,neutral,1
"before departure, while people who are delayed get up to $200 to compensate their time..",negative,0
Confirmation number: NJV4BP - All I need is email confirmation of flight from NYC - SFO Feb 4,neutral,1
we need an ETA please,negative,0
"I'm on the flight, finally in the air. Not enough food to feed customers. No movie or entertainment on a 5 hr flight.",negative,0
go bankrupt again and transfer all of your assets to $LUV. That would be great.,negative,0
Do you have Bereavement discount on airfare as my grandfather just passed and need to attend his funeral this week.,neutral,1
"horrible customer service, flying from Miami to Philadelphia, sent to Charlotte, now can't get out of Charlotte!",negative,0
"check in at St. Louis is so rude, even the TSA is nicer than them.",negative,0
. All I get is an automated system that hangs up on me. I finally get a message that some will call me back in 2 hours.,negative,0
flight veers off icy runway at . Most DFW flights Cancelled Flighted Mon   figures right?,negative,0
u Cancelled Flighted my flight from IAD to JAX. Was supposed to use plane from BNA but u used that plane for another destination instead. 1/2,negative,0
"“:  Thanks for the shout-out, Candace! Enjoy the ride.” Always! I adore American Airlines!",positive,2
"Sorry to spam, it would just be so awesome to see  in Vegas. Your help would be absolutely amazing.",positive,2
I need a flight out tonight. Isn't there anything else?,negative,0
How to I rebook on-line when it keeps telling me that it's a reserv number for a past date (this morning)? Holding for 2hrs.,negative,0
you suck.  you're the best.,positive,2
/  don't forget without your customers you would be out of business! #epicfail #usairwaysfail,negative,0
what about the poor customer service at checkin at Kansas KCI?!? That's it???,negative,0
Wishing we had our luggage. 2 days now. Had to pay our way from St Thomas to San Juan. Spent extra $$$ because of this mess up.,negative,0
I need updates on my flights 464 &amp; 3574. I have been on hold for over 2 hours.,negative,0
How can I check that? I do not believe I was given a credit for that automatically. :/,neutral,1
You're trying to solve problem of your own making. Charging for checked luggage forces checking at gate. Brilliant.,negative,0
Hey southwest! I wanna go to see  ! You guys are a lot better then jet blue.,positive,2
so you strand my bag in Philly last Sat and strand me in Philly this Sat. thanks for the bullshit.,negative,0
can you change DKYDE6 to 4583&gt;36 on 2/23 instead of 3636&gt;606&gt;36; original reservation was for 4404&gt;36 yesterday but was Cancelled Flightled.,neutral,1
I'll give u a chance but I don't think I'll fall for it #backtodelta,negative,0
"worst service at Reagan Int. I rarely post about a company or service, but I am so annoyed. Not weather reLate Flightd…incompetence.",negative,0
thank you!,positive,2
Any way you can help with entry to Vegas event? My Boyfriend &amp; I have been  fans since 2009. They are awesome!,neutral,1
Pushing 2 hours on hold. Priceless.,negative,0
#1680 Super smooth flight and landing. Nicely done.,positive,2
awesome thank you very much for the help,positive,2
and here i thought American was bad. Horrible Service. Over 2:30 min Late Flight. No excuse!,negative,0
Thanx for replying. DM sent,positive,2
"Funny thing happened, we arrived on our flight from Denver at the same gate we are currently scheduled to depart for Sydney at! LOL!",negative,0
I sent my details to the customer care link you sent me almost a month ago and no response.,negative,0
What a great way to kick someone when they are down. Cancelled Flight a noon flight and rebook me on one two hours south from here tomorrow,negative,0
sadly that didn't help me at my meeting at work today seeing as my presentation was in there! Major strike against me!!!,negative,0
"I'm scheduled to come back tomorrow, finally but I don't know SWA hasn't flown out of  yet but  has",neutral,1
"first the pilot, then the catering...",negative,0
Ever sit on hold and just lose track of time?,negative,0
...YOU ARE DESPICABLE! The flight plan was lost! Now we've been sitting on the tarmac for an hour! Its a 45 min flight!,negative,0
my flight has been Cancelled Flightled. On hold for 2+ hrs to reschedule. Need help now.  Taking way too long,negative,0
I've been calling your 1800 # all morning to change my name for an upcoming trip but am not able to get through. Please advise!,negative,0
All of the nicest people in the world work at Admiral's clubs. Gladys in San Juan es mi Amiga,positive,2
Can you tell me Jet Airways award availability?,neutral,1
"You rerouted my bf's flight and he's diabetic with little insulin; even though we tried to change it, the agent wouldn't do it",negative,0
maybemange the airline alittlebetter. Arrived at LAX and no GATE! #howisthatpossible always the same thing w/u,negative,0
"lost my luggage 4 days ago on flight VX 112 from LAX to IAD &amp; I'm calling every day, no response.Please give me back my stuff",negative,0
"For my Grandma Ella's 80th, she would &lt;3 a bday greeting from your flight crew! She was a stewardess for Eastern Airlines.",positive,2
1hr 46 min. Cost of flight change $788. Was $188 2hrs ago b/f drop call. Cancelled Flighted flight. Asked 4 refund.,negative,0
a member of your staff at PHL just gave us excellent customer care. Shame the same couldn't be said for the past 24 hours.,negative,0
I would love if someone could get me back to Austin tonight and I do not wish to wait til tomorrow morning.,neutral,1
not happy!! Trying to get home on Cancelled Flighted flight&amp; been on hold for 2 hours. Help!! This is just crazy...,negative,0
"Howdy, having trouble getting rebooked after flight Cancelled Flightled. Can't get thru via phone and Web erroring out. Can you help?",negative,0
companion pass please!,neutral,1
Jacquelyn at Charlotte just denied me compensation after #2251 was Cancelled Flighted due to plane malfunction well within your control,negative,0
thx for losing my bag. How hard is it to care for a bag w PRIORITY on it?why do u cont to not care for EP's?,negative,0
"Very good flight, thank you!",positive,2
How do I get a receipt for a change fee when I originally booked with miles?,neutral,1
says   is the final carrier . Us air doesnt have it. I want my bag!!! Not a claim not an im  sorry. I want my clothes!!,negative,0
5203 and we're just sitting 20 feet from an open gate,negative,0
I've been doing this all night. Can someone please help? I need my flt fixed. Please???,negative,0
Tell me that you're at least going to cover a room and get me out of here.,negative,0
"I promise, if I can help it I will nvr fly w/u again. Even if I have 2 pay more $$$ 2 fly w/ sum1 else #badcustomerservice",negative,0
was trying to change a flight online but got an error can you help via DM?,negative,0
I enjoyed a call from my good friend he's Flight Booking Problems his flights elsewhere as I tweet one at a time I will tell as many as I can,neutral,1
"we've been delayed for almost 2 hrs. I take JetBlue because I've had good luck, but today is really frustrating.",negative,0
issues are not with people who r nice or storm emails with wrong phone numbers auto rebooked flights to non connecting cities,negative,0
"You are jumping the gun and Cancelled Flighting flights that could've made it before the snow. Now, more Cancelled Flightlations. It's ridiculous.",negative,0
just noticed that I don't believe I saw a confirmation for a flight I bought a few weeks ago. Def paid though. #help #resend?,neutral,1
iCloud it is not there yet -- PLEASE HELP 917 703 1472,negative,0
crew did the best they could but it was out of their control. You only get one chance of a honeymoon &amp; you failed miserably,negative,0
watch out if you are a parent...they break stroller &amp; tell you look at the fine print,negative,0
but seriously if my cats dead I'm going to be pissed/very thankful because it is evil and wants my soul,negative,0
I luv y'all but please stop overheating your planes. Second flight in a row that feels like a sauna.,negative,0
"never fails, flying FC order ravioli get chicken. Tell the FA she says you should of told me, other people wanted chicken..idiot.",negative,0
you need to get it together 3 of 4 flights Cancelled Flightled stranded with no car and my baggage is lost!  You NEVER get it right.,negative,0
origin/destination/dates are the same. Going from US Airways connecting flight to AA direct flight. Award is saver level.,neutral,1
"I have someone driving me, it's best to get a wheelchair once I get inside?",neutral,1
. They were very understanding and helped me out.  Thx! #Comps,positive,2
Winter Weather for Denver extended for tomorrow by chance? Even to Late Flightr in the day would be super helpful.,neutral,1
I would drive 2 1/2 hours to jfk to board JetBlue to Vegas instead of closer Hartford airport. Cramming more seats on plane.NO MORE,negative,0
Congratulations!,neutral,1
Any updates? It shouldn't take hours for assistance. I love,negative,0
I would like the actual email address so I can follow up. thank you.,neutral,1
followed!,neutral,1
I can't get ahold of aadvantage reservations.  I need to ticket a reservation that Cancelled Flights soon.  can you help?,neutral,1
does it show that we are on the same plane?,neutral,1
First Class all the way!!💺✈️ Headed to,positive,2
"162, SMF to JFK!",positive,2
is setting themselves up for a lawsuit. No way we should sit on a plane for an hour and a half.,negative,0
DM sent.,neutral,1
— I had exceptional service on flight #403 from IND to PHX!!,positive,2
for a fee...,neutral,1
Sir. RT : Our fleet's on fleek.,negative,0
"in flight wifi +  wifi calling makes for the best combination. Who doesn't love texting 40,000 feet in the air :D",positive,2
Connection at ORD was on the exact same plane again. Checked carry-on was apparently taken off &amp; left in Chicago. Pretty ridiculous.,negative,0
wasn't able to get on hold. Your system kept kicking me to the main menu.,negative,0
fix the engine of flight AA3031so I don't spend all night in your airport so I can fly home tomorrow,negative,0
check on what? Our broken tablet! See attached picture. #media #filmcrew #nbc #cnn,negative,0
any news?,neutral,1
", no. Re-booked with American and United said they'd transfer our bags to them.",negative,0
you're lucky we're still flying you after today's landing gear failure. Get your act together and help us sit with our kids!,negative,0
Atlantic ploughs a lone furrow in the #MiddleEast,neutral,1
"Now, when will we see VirginAmerica come to Philadelphia (PHL).",neutral,1
I guess I was one of the select few that hadn't had many problems before this and all the sudden my whole trip got jacked,negative,0
Flight 236 was great. Fantastic cabin crew. A+ landing. #thankyou #JFK,positive,2
What happens when you combine Top Chef &amp; the beauty of San Miguel de Allende. My Late Flightst food blog.,neutral,1
What  said.,neutral,1
Adding RR number to a  stay is too hard. Won't take RR number at checkin/out and Marriott phone CS not helpful.,negative,0
